date,person,plot,climate,treatment,subplot,position,species,species_full,ID,x_coord,y_coord,rosette_spring_2020,rosette_autmn_2020,area_spring_2020,area_autumn_2020,number_leafs_spring_2020,number_leafs_02.-03.06.2020,number_rosettes_spring_2020,number_flowers_12.-20.05.2020,number_flowers_02/03.06.2020,number_flowers_18.08.2020,number_flowers_5./6.11.2020,seedling_spring_2020,Comments 2020,seedling_autumn_2020,seedling_spring_2018,seedling_autumn_2018,rosette_2019,area_spring_2019,xleaf_spring_2019,number_flowers_spring_2019,number_flowers_July_2019,seedling_spring_2019,seedling_autumn_19,comments,number_flowers_autumn_2019,number_flowers_aug_2019, rosette_2018,area_spring_2018,area_cm2_august18,max_leaf_length_cm,xleaf_spring_2018,leaf_number_august_2018,flowers_1st_harvest,flowers_2nd_harvest,comments
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Bro_ere,Bromus_erectus,1606,24,42,4*5,,20,,,,,2,,,,,,,,,1x1,1,,1,,3,,,,,0.5*0.5,0.25,,,,,1,0,
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Lot_cor,Lotus_corniculatus,,13,20,,,,,,,,,,,,,,,,,3x2,6,,,,,1,,,,5*6,30,30,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Lot_cor,Lotus_corniculatus,,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1*1,1,1,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Lot_cor,Lotus_corniculatus,,44,34,,,,,,,,,,,,,,,,,3x3,9,,,10,,,,,4,5*5,25,25,,,,0,2,1 stam
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Pla_lan,Plantago_lanceolata,,7,14,,,,,6,,1,,,,,1,,1,,8,,,7,,,2,4,1 rosette,,,,,,22.5,4,0,0,0,
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Pla_lan,Plantago_lanceolata,,2,15,,,,,5,,1,1,,,,,,,,8,,,4,,,2,,1 rosette,,,,,,22,3,3,0,0,
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Pla_lan,Plantago_lanceolata,,38,12,,,,,6,,1,,,2,,,,,,8,,,5,,,2,,1 rosette,,,,,,20,6,8,0,1,
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Pla_lan,Plantago_lanceolata,,12,43,,,,,,,,,,,,,,,,8,,,8,,,2,,2 rosettes,,,,,,21.5,3,0,0,0,
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Tra_ori,Tragopogon_orientalis,,3,23,,,,,4,,,,,,,,plus 1 gestorbenes Blatt,,,,,,4,,,,1,,,,,,,30.5,4,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Tra_ori,Tragopogon_orientalis,,26,48,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,15,3,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Tra_ori,Tragopogon_orientalis,,42,27,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,4,3,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Tra_ori,Tragopogon_orientalis,,17,15.5,,,,,13,,,,,,,,,,,,,,11,,,,,,,,,,,30,4,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,1,bottom left,Tri_pra,Trifolium_pratense,,15,37,,,,,,,,,,,,,,,20,1,,,,,,,,,,,1*1,1,,,,,0,2,
19.05.2019,Ami_Martin,10_2,ambient,insect,1,bottom left,Dia_car,Dianthus_carth,,39,13,2*2,,4,,,,,,,1,,2,,,,,2x2,4,,,,1,1,,,3,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,1,bottom left,Dia_car,Dianthus_carth,,27,45,3*3,,9,,,,,,,2,,,,,,,4x3,12,,,,1,,,6,4,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,1,bottom left,Bro_ere,Bromus_erectus,1836,37,39,1*1,,1,,,,,1,,,,,,,,,2.5x1,2.5,,2,,,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,1,bottom left,Pla_lan,Plantago_lanceolata,,5,34,,,,,,,,,,,,,,,,,,,5,,,2,,1 rosette,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,1,bottom left,Pla_lan,Plantago_lanceolata,,14,26,,,,,,,,,,,,,,,,,,,7,,,2,,2 rosettes,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,1,bottom left,Pla_lan,Plantago_lanceolata,,14,18,,,,,3,,1,,,,,,,,,,,,6,,,2,,2 rosettes,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,1,bottom left,Pla_lan,Plantago_lanceolata,,31,42,,,,,5,,1,,,,,,,,,,,,6,,,2,,1 rosette,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,1,bottom left,Pla_lan,Plantago_lanceolata,,43,36,,,,,,,,,,,,,,,,,,,5,,,2,,1 rosette,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,1,bottom left,Tra_ori,Tragopogon_orientalis,,5.5,15,,,,,6,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
19.07.2019,Ami_Martin,10_2,ambient,insect,1,bottom left,Dia_car,Dianthus_carth,,49,45,3*3,,9,,,,,,,1,,,,,,,3x3,9,,,3,1,,,,2,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,1,bottom left,Bro_ere,Bromus_erectus,2489,12,37,3*5,,15,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,1,bottom left,Bro_ere,Bromus_erectus,2420,16,45,3*3,,9,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,1,bottom left,Bro_ere,Bromus_erectus,2421,35,13,3*3.5,,10.5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,1,bottom left,Pla_lan,Plantago_lanceolata,,14,13,,,,,7,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2019,Martin,10_2,ambient,insect,1,bottom left,Sca_och,Scabiosa_ochroleuca,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Bro_ere,Bromus_erectus,,32,12,,,,,,,,,,,,,,1,,,,,,,,,2,maybe same as 1997,,,1*2,2,,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Bro_ere,Bromus_erectus,1997,37,7,4*4,,16,,,,,8,,,,,,,,,4x3,12,,,,,,,,,5*5,25,,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Bro_ere,Bromus_erectus,1994,45.5,15,4*3,,12,,,,,9,,,,,,,,,4.5x4,18,,2,,,,,,,1*0.5,0.5,,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Bro_ere,Bromus_erectus,,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*0.5,0.25,,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Bro_ere,Bromus_erectus,1992,34,24,5*3,,15,,,,,3,,,,,,,,,2x2,4,,,,,,,,,0.5*0.5,0.25,,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Lot_cor,Lotus_corniculatus,,35,16,,,,,,,,,,,,,,,,,,,,,,1,1,,,,4*4,16,16,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Lot_cor,Lotus_corniculatus,,21,17,,,,,,,,,,,,,,,,,,,,,,1,,,,,7*7,49,49,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Lot_cor,Lotus_corniculatus,,16,38,3*2,,6,,,,,,,,,,,,,,2x2,4,,,,1,,,,,4*4,16,16,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Lot_cor,Lotus_corniculatus,,43,35,2*2,,4,,,,,,,,,,,,,,2x1.5,3,,,,1,,,,,7*4,28,28,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Lot_cor,Lotus_corniculatus,,27,39,,,,,,,,,,,,,,,,,,,,,,1,,,,,5*5,25,25,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Pla_lan,Plantago_lanceolata,,10,16,,,,,44,,4,5,,5,,,,,,2,,,32,4,3,1,,3 rosettes,,2,,,,20,3,7,0,2,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Pla_lan,Plantago_lanceolata,,4,10,,,,,30,,2,,,2,,,,,,2,,,20,,,1,,4 rosettes,,,,,,26,5,5,0,0,
15.05.2018,Lotte,10_2,ambient,insect,2,center,Pla_lan,Plantago_lanceolata,,33,48,,,,,16,,2,1,,,,,,,,2,,,26,4,,1,,2 rosettes,,,,,,38.5,5,3,0,0,
20.08.2018,Martin,10_2,ambient,insect,2,center,Sca_och,Scabiosa_ochroleuca,,37,38,1*2,,2,,,,,,,,1,,,,,,2x2,4,,,,,,,2,2,0.5*0.5,NA,0.25,,,,NA,0,
19.05.2019,Ami_Martin,10_2,ambient,insect,2,center,Bro_ere,Bromus_erectus,2022,29,28,3*2,,6,,,,,1,,,,,,,,,2x2,4,,1,,,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,2,center,Bro_ere,Bromus_erectus,1746,22,45,4*3,,12,,,,,3,,,,,,,,,2x1,2,,1,,,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,2,center,Lot_cor,Lotus_corniculatus,,42,12,2*1,,2,,,,,,,,,,,,,,3x2,6,,,,,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,2,center,Pla_lan,Plantago_lanceolata,,44,46,,,,,10,,1,1,,,,,,,,,,,5,,,1,,1 rosette,,1,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,2,center,Pla_lan,Plantago_lanceolata,,6,38,,,,,8,,2,,,,,,,,,,,,16,,,1,,1 rosette,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,2,center,Pla_lan,Plantago_lanceolata,,43,3,,,,,13,,2,,,,,,,,,,,,9,,,1,,1 rosette,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,2,center,Tra_ori,Tragopogon_orientalis,,17,19,,,,,7,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,2,center,Tra_ori,Tragopogon_orientalis,,27,40,,,,,7,,,,,,,,,,,,,,6,,,1,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,2,center,Tri_pra,Trifolium_pratense,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,2,center,Ant_odo,Anthoxanthum_odoratum,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,2,center,Bro_ere,Bromus_erectus,2422,18,46,1*1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,2,center,Bro_ere,Bromus_erectus,2423,41,15,4*4,,16,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,2,center,Tra_ori,Tragopogon_orientalis,,30,8,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,2,center,Ant_odo,Anthoxanthum_odoratum,,12,25,2*1.5,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,2,center,Ant_odo,Anthoxanthum_odoratum,,8,25,1*1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,2,center,Ant_odo,Anthoxanthum_odoratum,,28,10,1*1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,2,center,Dia_car,Dianthus_carth,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,
18.08.2020,Martin,10_2,ambient,insect,2,center,Pla_lan,Plantago_lanceolata,,19,32,,,,,6,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
06.11.2018,Martin,10_2,ambient,insect,3,top right,Bro_ere,Bromus_erectus,,,,,,,,,,,,,,,,,1,,2,,,,,,,8,,,,,,,,,,NA,NA,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Lot_cor,Lotus_corniculatus,,10,24,,,,,,,,,,,,,,,,,,,,,,,2,,,,1*1,1,1,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Lot_cor,Lotus_corniculatus,,14,42,,,,,,,,,,,,,,,,,2x2,4,,,,,,,,,5*5,25,25,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Lot_cor,Lotus_corniculatus,,22,35,,,,,,,,,,,,,,,,,2x1,,,,,,,,,,5*5,25,25,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Pla_lan,Plantago_lanceolata,719,-10,31,,,,,,,,,,,,,,,,,,,6,,,,,1 rosette,,,,,,23.5,3,0,0,0,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Pla_lan,Plantago_lanceolata,,23,37,,,,,20,,2,,,,,,,,,,,,20,,,,,2 rosettes,,,,,,25.5,4,3,0,0,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Sca_och,Scabiosa_ochroleuca,,14,22,6*5,,30,,,,,,,2,,1,,18,1,,4x3,12,,5,,,,,25,12,3*2,6,6,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Sca_och,Scabiosa_ochroleuca,,22,46,5*6,,30,,,,,,,3,,,,,,,5x3,15,,,,,,,4,,3*1,3,4,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Tra_ori,Tragopogon_orientalis,,18,2,,,,,8,,,,,,,,,,,2,,,4,,,,,looked not so great,,,,,,37,4,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Tra_ori,Tragopogon_orientalis,,41,9,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,32,4,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Tri_pra,Trifolium_pratense,689,-10,36,,,,,,,,,,,,,,,,,,,,,,,1,,,,8*8,64,,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Tri_pra,Trifolium_pratense,,34,16,,,,,,,,,,,,,,,4,,,,,,,,,,,,5*5,25,,,,,0,0,
15.05.2018,Lotte,10_2,ambient,insect,3,top right,Tri_pra,Trifolium_pratense,,30,39,,,,,,,,,,,,,,,,,,,,,,,,,,,6*5,30,,,,,0,0,
19.05.2019,Ami_Martin,10_2,ambient,insect,3,top right,Dia_car,Dianthus_carth,,9,45,7*4,,28,,,,,,,2,,13,,3,,,4x3,12,,,3,,1,,13,8,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,3,top right,Bro_ere,Bromus_erectus,1938,30,37,3*4,,12,,,,,,,,,1,,,,,3.5x2,7,,4,,,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,3,top right,Lot_cor,Lotus_corniculatus,,14,10,,,,,,,,,,,,,,,,,3x2,6,,,3,,,,,3,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,3,top right,Tra_ori,Tragopogon_orientalis,,38,38,,,,,13,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,3,top right,Ant_odo,Anthoxanthum_odoratum,,22,10,,,,,,,,,,,,2,,,,,1x0.5,0.5,,,,9,2,,,,,,,,,,,,
19.07.2019,Ami_Martin,10_2,ambient,insect,3,top right,Dia_car,Dianthus_carth,,16,7,,,,,,,,,,,,,,,,,1x1,1,,,2,,,,3,5,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,3,top right,Lot_cor,Lotus_corniculatus,,23,29,3*4,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.11.2020,Martin_Simon,10_2,ambient,insect,3,top right,Tri_pra,Trifolium_pratense,,37,41,,0.5*0.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.2018,Martin/Lotte,10_2,ambient,insect,4,top left,Pla_lan,Plantago_lanceolata,712,43,-4,,,,,7,,2,,,,,,,,,,,,6,,,,1,1 rosette,,,,,,30,6,4,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,4,top left,Pla_lan,Plantago_lanceolata,714,25,-7,,,,,7,,1,,,,,,,,,,,,10,,,,,1 rosette,,,,,,12,3,0,0,0,evtl. Mit dem drunter ein Individuum
15.05.2018,Martin/Lotte,10_2,ambient,insect,4,top left,Pla_lan,Plantago_lanceolata,717,57,2,,,,,14,,2,,,,,,,,,,,,11,,,,,1 rosette,,,,,,20,4,2,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,4,top left,Pla_lan,Plantago_lanceolata,718,28,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6,3,0,0,evtl. Mit dem drüber ein Individuum
15.05.2018,Martin/Lotte,10_2,ambient,insect,4,top left,Sca_och,Scabiosa_ochroleuca,,30,28,4*4,,16,,,,,,,1,,,,9,,,2x2,4,,,,,,,2,1,2*1,2,6,,,,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,4,top left,Tra_ori,Tragopogon_orientalis,,8,8,,,,,4,,,,,,,,,,,,,,3,,,2,1,,,,,,,31.5,4,,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,4,top left,Tra_ori,Tragopogon_orientalis,,28,28,,,,,,,,,,,,,,,,,,,5,,,2,,,,,,,,26,4,,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,4,top left,Tri_pra,Trifolium_pratense,,15,46,,,,,,,,,,,,,,,,,,,,,,6,,,,,10*10,100,,,,,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,4,top left,Tri_pra,Trifolium_pratense,,40,43,,,,,,,,,,,,,,,,,,,,,,6,,,,,5*5,25,,,,,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,4,top left,Tri_pra,Trifolium_pratense,,25,18,,,,,,,,,,,,,,,,,,,,,,6,,,,,5*5,25,,,,,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,4,top left,Tri_pra,Trifolium_pratense,,35,12,,,,,,,,,,,,,,,,,,,,,,6,,,,,5*5,25,,,,,0,7,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Lot_cor,Lotus_corniculatus,,5,11,4*4,,16,,,,,,,,,,,,,,3x2,6,,,,,,,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Tra_ori,Tragopogon_orientalis,,3,21,,,,,4,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Lot_cor,Lotus_corniculatus,,9,20,3*2,,6,,,,,,,7,,,,,,,3x3,9,,,1,,,,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Lot_cor,Lotus_corniculatus,,35,1,,,,,,,,,,,,,,,,,3x4,12,,,,,,,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Lot_cor,Lotus_corniculatus,,11,35,3*3,,9,,,,,,,,,,,,,,2x1,2,,,,,,,,1,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Lot_cor,Lotus_corniculatus,,38,17,1*1,,1,,,,,,,,,,,,,,3x3,9,,,2,,,,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Pla_lan,Plantago_lanceolata,,34,20,,,,,13,,1,,,,,,,,,,,,6,,,,,1 rosette,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Pla_lan,Plantago_lanceolata,,23,25,,,,,14,,2,,,,,,,,,,,,7,,,,,1 rosette,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Pla_lan,Plantago_lanceolata,,22,30,,,,,,,,,,,,,,,,,,,5,,,,,1 rosette,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Ant_odo,Anthoxanthum_odoratum,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Pla_lan,Plantago_lanceolata,,4,46,,,,,7,,1,,,,,,,,,,,,5,,,,,1 rosette,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Bro_ere,Bromus_erectus,1996,40,15.5,3*1,,3,,,,,,,,,,,,,,1x1,1,,1,,1,6,,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Bro_ere,Bromus_erectus,1990,44,14,2*1,,,,,,,,,,,,,,,,1x1,1,,1,,1,,,,,,,,,,,,,
19.05.2019,Martin,10_2,ambient,insect,4,top left,Dia_car,Dianthus_carth,,48,21,4*3,,12,,,,,,,,,4,,,,,4x4,16,,,,,9,,6,4,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,4,top left,Bro_ere,Bromus_erectus,2424,4,43,2*2,,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,4,top left,Lot_cor,Lotus_corniculatus,,15,36,2*2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,4,top left,Pla_lan,Plantago_lanceolata,,2,44,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.05.2018,Martin/Lotte,10_2,ambient,insect,5,bottom right,Bro_ere,Bromus_erectus,713,35,66,,,,,,,,,,,,,,,,,,,,,,,9,,,,0.5*0.5,0.25,,,,,1,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,5,bottom right,Bro_ere,Bromus_erectus,1722,35,16,4*5,,20,,,,,8,,,,,,,,,2x3,6,,1,,,,,,,3*3,9,,,,,5,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,5,bottom right,Tra_ori,Tragopogon_orientalis,663,14,63,,,,,17,,,,,,,,,,,,,,3,,,,,,,,,,,44,6,,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,5,bottom right,Tra_ori,Tragopogon_orientalis,710,12,56,,,,,4,,,,,,,,,,,,,,8,,,,,,,,,,,33,4,,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,5,bottom right,Tra_ori,Tragopogon_orientalis,,10,28,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,27.5,3,,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,5,bottom right,Tra_ori,Tragopogon_orientalis,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,5,bottom right,Tri_pra,Trifolium_pratense,,50,32,,,,,,,,,,,,,,,,,,,,,,,,,,,6*6,36,,,,,0,0,
15.05.2018,Martin/Lotte,10_2,ambient,insect,5,bottom right,Tri_pra,Trifolium_pratense,,36,37,,,,,,,,,,,,,,,,,,,,,,,,,,,7*6,42,,,,,0,0,
19.05.2019,Ami_Martin,10_2,ambient,insect,5,bottom right,Bro_ere,Bromus_erectus,1518,37,21,4*3,,12,,,,,2,,,,,,,,,4x3,12,,4,,1,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,5,bottom right,Dia_car,Dianthus_carth,,4,13,5*5,,25,,,,,,,4,,1,,3,,,3x3,9,,,3,2,2,,11,7,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,5,bottom right,Dia_car,Dianthus_carth,,9,25,3*3,,9,,,,,,,4,,,,,,,2x1,2,,,,,,,1,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,5,bottom right,Tra_ori,Tragopogon_orientalis,,40,34,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,5,bottom right,Tri_pra,Trifolium_pratense,1758,9,29,,,,,,,,,,,,,,,,,1x1,1,,1,,,,,,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,5,bottom right,Dia_car,Dianthus_carth,,22,22,3*4,,12,,,,,,,1,,,,,,,2x3,6,,,,,,,2,,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,5,bottom right,Sca_och,Scabiosa_ochroleuca,,33,29,4*4,,16,,,,,,,1,,,,6,,,3x3,9,,,,2,,,6,4,,,,,,,,,
19.05.2019,Ami_Martin,10_2,ambient,insect,5,bottom right,Lot_cor,Lotus_corniculatus,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,5,bottom right,Bro_ere,Bromus_erectus,2264,29,19,2*2,,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.05.2020,Martin_Simon,10_2,ambient,insect,5,bottom right,Sca_och,Scabiosa_ochroleuca,,37,4,2*2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.08.2020,Martin,10_2,ambient,insect,5,bottom right,Dia_car,Dianthus_carth,,35,7,1*1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
18.08.2020,Martin,10_2,ambient,insect,5,bottom right,Dia_car,Dianthus_carth,,12,15,2*2,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
18.08.2020,Martin,10_2,ambient,insect,5,bottom right,Dia_car,Dianthus_carth,,32,26,1*2,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2019,Martin,10_2,ambient,insect,5,bottom right,Pla_lan,Plantago_lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
15.05.2018,Georg,10_2,ambient,insect_pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,16,4,,,,,,,,,,,,,,,,,,,,,,21,,,,,2*2.5,5,,,,,4,0,
15.05.2018,Georg,10_2,ambient,insect_pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,19,20,,,,,,,,,,,,5,,,,,1.5x2,3,,,,21,,,,,2*3,6,,,,,5,0,
15.05.2018,Georg,10_2,ambient,insect_pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,28,23,,,,,,,,,,,,,,,,,2x1,2,,,,21,,,,,3*4.5,13.5,,,,,10,0,
15.05.2018,Georg,10_2,ambient,insect_pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,33,27.5,,,,,,,,,,,,,,,,,0.5x0.5,0.25,,,,21,,,,,3.5*4,14,,,,,6,0,
15.05.2018,Georg,10_2,ambient,insect_pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,29,31,,,,,,,,,,,,,,,,,0.5x1,0.5,,,,21,,,,,0.5*0.5,0.25,,,,,2,0,
15.05.2018,Georg,10_2,ambient,insect_pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,39,42,,,,,,,,,,,,,,,,,,,,,,21,,,,,2.5*2,5,,,,,2,0,
15.05.2018,Georg,10_2,ambient,insect_pathogen,1,bottom left,Ant_odo,Anthoxanthum_odoratum,,44,43,1*1,,1,,,,,,,,,,,,,,0.5x0.5,0.25,,,,21,,,,,0.5*0.5,0.25,,,,,1,0,
