date,person,plot,treatment,climate,transect,subplot,position,species,species_full,ID,x_coord,y_coord,new_bro20,rosette_spring_2020,area_spring_2020,number_leafs_spring_2020,number_rosettes,number_flowers_may_2020_before,number_flowers_02.-09.06.2020,number_flowers_oct_2020,seedling_spring_2020,seedling_autumn_2020,comments20,seedling_spring_2018,seedling_autumn_2018,seedling_spring_2019,seedling_autumn_2019,rosette_spring_2018,area_spring_2018,area_autumn_2018,rosette_spring_2019,area_spring_2019,number_flowers_spring_2019_after,number_flowers_spring_2019_before,number_flowers_fall_2019_after,leaf_length_spring_2018,leaf_length_autumn_2018,xleaf_spring_2018,xleaf_autumn_2018,xleaf_spring_2019,pla_xrosette_spring19,number_flowers_spring_2018_before,number_flowers_spring_2018_after,number_flowers_autumn_2018,flower_size,comments
12.04.2018,Lotte,4_4,mowing,future,4,3,06.06.1950,Bro_ere,Bromus_erectus,84,54.5,27.5,0,5*5,25,,,,8,,1,,,NA,9,4,,4*3.5,14,,4*4,16,,,,NA,,NA,,,,5,5,,NA,NA
12.04.2018,Lotte,4_4,mowing,future,4,3,06.06.1950,Bro_ere,Bromus_erectus,1075,14,3,0,2*3,6,,,,4,,1,,,NA,9,4,,3.5*3,10.5,,3*3,9,,,,NA,,NA,,,,8,8,,NA,NA
15.04.2019,Lotte,4_4,mowing,future,4,3,06.06.1950,Bro_ere,Bromus_erectus,1076,50,20,0,4*4,16,,,,3,,1,,,,9,4,,,,,2*3,6,,,,,,,,,,,,,,
12.04.2018,Lotte,4_4,mowing,future,4,4,09.09.1950,Bro_ere,Bromus_erectus,1079,21.5,11,0,10*10,100,,,,28,,6,3,,NA,NA,4,3,7*6,42,,7*8,56,,,,NA,,NA,,,,10,10,,NA,NA
12.04.2018,Lotte,4_4,mowing,future,4,4,09.09.1950,Bro_ere,Bromus_erectus,1099,12,41.5,0,5*5,25,,,,5,,6,,,NA,NA,4,3,2*2,4,,3*4,12,,,,NA,,NA,,,,1,1,,NA,NA
12.04.2018,Lotte,4_4,mowing,future,4,4,09.09.1950,Bro_ere,Bromus_erectus,1096,32,46,0,3*3,9,,,,4,,6,,,NA,NA,4,3,2*2,4,,3*3,9,,,,NA,,NA,,,,3,3,,NA,NA
09.04.2020,Lotte,4_4,mowing,future,4,5,1.50 - 2,Bro_ere,Bromus_erectus,2039,7,30,1,3*3,9,,,,5,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,5,1.50 - 2,Bro_ere,Bromus_erectus,2029,0,10,1,6*6,36,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,5,1.50 - 2,Bro_ere,Bromus_erectus,2593,50,50,1,6*6,36,,,,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,6,05.05.1950,Bro_ere,Bromus_erectus,2062,12,9,1,7*8,56,,,,5,,3,8,,,,,10,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,6,05.05.1950,Bro_ere,Bromus_erectus,2041,36,21,1,6*6,36,,,,9,,3,,,,,,10,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,6,05.05.1950,Bro_ere,Bromus_erectus,2110,22,23,1,1*1,1,,,,2,,3,,,,,,10,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,7,7.50 - 8,Bro_ere,Bromus_erectus,2082,14,17,1,7*8,56,,,,11,,4,8,,,,,5,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,7,7.50 - 8,Bro_ere,Bromus_erectus,1645,44,20,1,5*5,25,,,,4,,4,,,,,,5,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,7,7.50 - 8,Bro_ere,Bromus_erectus,2104,0,15,1,6*12,72,,,,14,,4,,,,,,5,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,7,7.50 - 8,Bro_ere,Bromus_erectus,2061,0,40,1,8*8,64,,,,20,,4,,,,,,5,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,7,7.50 - 8,Bro_ere,Bromus_erectus,2047,27,18,1,2*3,6,,,,4,,4,,,,,,5,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,7,7.50 - 8,Bro_ere,Bromus_erectus,2077,46,32,1,0.5*0.5,0.25,,,,,,4,,,,,,5,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,7,7.50 - 8,Bro_ere,Bromus_erectus,2034,48,32,1,1*2,2,,,,,,4,,,,,,5,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,7,7.50 - 8,Bro_ere,Bromus_erectus,2115,48,39,1,0.5*1,0.5,,,,,,4,,,,,,5,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,8,0.50 - 1,Bro_ere,Bromus_erectus,2064,36,13,1,3*6,18,,,,5,,4,,,,,,2,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,8,0.50 - 1,Bro_ere,Bromus_erectus,2044,24,13,1,3*3,9,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,8,0.50 - 1,Bro_ere,Bromus_erectus,2089,36,31,1,6*4,24,,,,7,,4,,,,,,2,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_4,mowing,future,4,8,0.50 - 1,Bro_ere,Bromus_erectus,2054,36,38,1,5*3,15,,,,7,,4,,,,,,2,,,,,,,,,,,,,,,,,,,
11.04.2018,Lotte,4_5,grazing,future,3,1,0 - 0.50 ,Bro_ere,Bromus_erectus,1001,6,10,0,7*6,42,,,23,3,,2,1,2 normal + 2 halb,NA,0,,1,5*6,30,,7*6,42,6,10,,NA,,NA,,,,2,0,,NA,NA
11.04.2018,Lotte,4_5,grazing,future,3,1,0 - 0.50 ,Bro_ere,Bromus_erectus,1002,50,38,0,5*5,25,,,7,,,2,,,NA,0,,1,4*3,12,,5*5,25,3,4,,NA,,NA,,,,1,1,,NA,NA
11.04.2018,Lotte,4_5,grazing,future,3,1,0 - 0.50 ,Bro_ere,Bromus_erectus,1003,41,17.5,0,5*4,20,,,14,3,,2,,,NA,0,,1,3*3,9,,4*5,20,2,4,,NA,,NA,,,,1,0,,NA,NA
11.04.2018,Lotte,4_5,grazing,future,3,1,0 - 0.50 ,Bro_ere,Bromus_erectus,NA,29,11,0,,,,,,,,2,,,NA,0,,1,3*2,6,,NA,,,,,NA,,NA,,,,0,0,,NA,NA
11.04.2018,Lotte,4_5,grazing,future,3,1,0 - 0.50 ,Bro_ere,Bromus_erectus,54,24,27.5,0,4*3,12,,,6,1,,2,,,NA,0,,1,4*2,6,,3*2,6,,,,NA,,NA,,,,0,0,,NA,NA
15.04.2019,Lotte,4_5,grazing,future,3,1,0 - 0.50,Bro_ere,Bromus_erectus,1004,17,32.5,0,1*1,1,,,0,,,2,,,,0,,1,,,,0.5*1.5,0.75,0,0,,,,,,,,,,,,
11.04.2018,Lotte,4_5,grazing,future,3,2,03.03.1950,Bro_ere,Bromus_erectus,60,37,22,0,4*6,24,,,,,,12,,,NA,3,,2,2*1,2,,4*3,12,2,7,,NA,,NA,,,,4,1,,NA,maybe 60
11.04.2018,Lotte,4_5,grazing,future,3,2,03.03.1950,Bro_ere,Bromus_erectus,1007,32,26.5,0,6*6,36,,,11,1.5,,12,1,1 normal + 1 halb,NA,3,,2,5*6,30,,7*6,42,4,5,,NA,,NA,,,,8,7,,NA,NA
11.04.2018,Lotte,4_5,grazing,future,3,2,03.03.1950,Bro_ere,Bromus_erectus,1008,35,18.5,0,5*4,20,,,14,13,,12,,12 normal + 2 halb,NA,3,,2,3*3,9,,5*4,20,5,10,,NA,,NA,,,,4,2,,NA,NA
11.04.2018,Lotte,4_5,grazing,future,3,3,06.06.1950,Bro_ere,Bromus_erectus,1040,42,6,0,8*9,72,,,34,2,,15,1,,NA,0,2,3,8*7,56,,8*9,72,6,18,,NA,,NA,,,,13,3,,NA,NA
15.04.2019,Lotte,4_5,grazing,future,3,3,06.06.1950,Bro_ere,Bromus_erectus,1042,33,5,0,3*4,12,,,5,3,,15,,,,0,2,3,,,,3*4,12,3,7,,,,,,,,,,,,
26.04.2018,Lotte,4_5,grazing,future,3,3,06.06.1950,Bro_ere,Bromus_erectus,27,27,28,0,6*4,24,,,6,3,,15,,2 normal + 2 halb,NA,0,2,3,0.5*1,0.5,,3*4,12,2,11,,NA,,NA,,,,1,0,,NA,NA
11.04.2018,Lotte,4_5,grazing,future,3,4,8.50 - 9,Bro_ere,Bromus_erectus,1043,23,20,0,6*7,42,,,16,4,,11,,,NA,NA,,10,5*4,20,,6*6,36,5,11,,NA,,NA,,,,1,1,,NA,NA
11.04.2018,Lotte,4_5,grazing,future,3,4,8.50 - 9,Bro_ere,Bromus_erectus,1046,8,22,0,7*7,49,,,18,4,,11,,,NA,NA,,10,6*3,18,,6*7,42,14,28,,NA,,NA,,,,3,0,,NA,NA
15.04.2019,Lotte,4_5,grazing,future,3,4,8.50 - 9,Bro_ere,Bromus_erectus,1048,43,32,0,3*4,12,,,4,1,,11,,,,NA,,10,,,,5*5,25,2,3,,,,,,,,,,,,
26.04.2018,Lotte,4_5,grazing,future,3,4,8.50 - 9,Bro_ere,Bromus_erectus,1047,14,18,0,3*3,9,,,2,,,11,,,NA,NA,,10,2*3,6,,4*3,12,2,3,,NA,,NA,,,,1,0,,NA,NA
06.05.2020,Lotte,4_5,grazing,future,3,4,8.50 - 9,Bro_ere,Bromus_erectus,3002,14,50,,7*6,42,,,14,5.5,,,,5 normal + 1 halb,,,,,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_5,grazing,future,3,5,1.50 - 2,Bro_ere,Bromus_erectus,2075,16,16,1,10*10,100,,,31,6.6,,17,15,5 normal + 2 halb + 6 mit 1-2,,,,3,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_5,grazing,future,3,6,4.50 - 5,Bro_ere,Bromus_erectus,2055,41,20,0,6*6,36,,,6,1,,2,1,,,,,4,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_5,grazing,future,3,6,4.50 - 5,Bro_ere,Bromus_erectus,2043,21,26,0,4*5,20,,,4,2,,2,,,,,,4,,,,,,,,,,,,,,,,,,,
15.04.2019,Julia_martin,4_5,grazing,future,3,6,4.50 - 5,Bro_ere,Bromus_erectus,,,,0,,,,,,,,,,,,NA,2,4,,,,NA,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_5,grazing,future,3,7,7.50 - 8,Bro_ere,Bromus_erectus,2050,32,27,1,6*6,36,,,15,5,,12,,,,,,1,,,,,,,,,,,,,,,,,,,
09.04.2020,Lotte,4_5,grazing,future,3,8,01.01.1950,Bro_ere,Bromus_erectus,2067,6,32,1,1*1,1,,,0,,,8,4,,,,,2,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,1,0 - 0-50,Bro_ere,Bromus_erectus,1344,6,42,0,2*1,2,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
17.04.2018,Lotte + Martin,5_4,grazing,ambient,5,1,0 - 0.50,Bro_ere,Bromus_erectus,1017,50,16.5,0,11*14,154,,,70,1.5,,1,,12 normal + 11 halb,NA,0,1,3,7*6,42,,9x7,63,4,9,,NA,,NA,,,,3,0,,NA,davon 2 abgeknickt
17.04.2018,Lotte + Martin,5_4,grazing,ambient,5,1,0 - 0.50,Bro_ere,Bromus_erectus,1023,21,32,0,11*9,99,,,31,2,,1,,,NA,0,1,3,3*3,9,,8x6,48,,,,NA,,NA,,,,2,0,,NA,davon 1 abgeknickt
17.04.2018,Lotte + Martin,5_4,grazing,ambient,5,1,0 - 0.50,Bro_ere,Bromus_erectus,1015,20,18.5,0,5*5,25,,,16,9,,1,,8 normal + 2 halb,NA,0,1,3,1*2,2,,4x5,20,,1,,NA,,NA,,,,1,0,,NA,
17.04.2018,Lotte + Martin,5_4,grazing,ambient,5,1,0 - 0.50,Bro_ere,Bromus_erectus,1014,16.5,17,0,3*3,9,,,7,2,,1,,,NA,0,1,3,2*1,2,,4x3,12,,1,,NA,,NA,,,,3,1,,NA,
17.04.2018,Lotte + Martin,5_4,grazing,ambient,5,1,0 - 0.50,Bro_ere,Bromus_erectus,1022,16.5,12,0,2*3,6,,,3,,,1,,,NA,0,1,3,1*1,1,,2x1.5,3,,,,NA,,NA,,,,1,1,,NA,
26.04.2018,Lotte + Martin,5_4,grazing,ambient,5,1,0 - 0.50,Bro_ere,Bromus_erectus,,19,36,0,,,,,,,,1,,,NA,0,1,3,2*3,6,,NA,,,,,NA,,NA,,,,2,0,,NA,
26.04.2018,Lotte + Martin,5_4,grazing,ambient,5,1,0 - 0.50,Bro_ere,Bromus_erectus,,21,32,0,,,,,,,,1,,,NA,0,1,3,0.5*0.5,0.25,,NA,,,,,NA,,NA,,,,1,0,,NA,
17.04.2018,Lotte,5_4,grazing,ambient,5,2,03.03.1950,Bro_ere,Bromus_erectus,1066,3,12,0,11*13,143,,,34,4,,1,,3 normal + 2 halb,NA,1,2,,7*5,35,,10x10,100,,1,,NA,,NA,,,,4,0,,NA,
17.04.2018,Lotte,5_4,grazing,ambient,5,2,03.03.1950,Bro_ere,Bromus_erectus,,10,41,0,,,,,,,,1,,,NA,1,2,,6*5,30,,NA,,,,,NA,,NA,,,,0,0,,NA,falsch bestimmt?
17.04.2018,Lotte,5_4,grazing,ambient,5,2,03.03.1950,Bro_ere,Bromus_erectus,1086,37,19,0,7*8,56,,,19,3.5,,1,,1 normal + 5 halb,,,,,,,,,,,,,,,,,,,,,,,
17.04.2018,Lotte,5_4,grazing,ambient,5,2,03.03.1950,Bro_ere,Bromus_erectus,1081,46,25,0,,,,,,,,1,,,NA,1,2,,3*3,9,,3x3,9,,,,NA,,NA,,,,4,4,,NA,
06.04.2020,Martin,5_4,grazing,ambient,5,3,06.06.1950,Bro_ere,Bromus_erectus,2372,8.5,6,0,2*1.5,3,,,0,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,3,06.06.1950,Bro_ere,Bromus_erectus,2322,36,45,0,1*1,1,,,1,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,
17.04.2018,Martin,5_4,grazing,ambient,5,3,06.06.1950,Bro_ere,Bromus_erectus,1091,40,29,0,10*8,80,,,10,6,,4,,,NA,2,14,2,4*5,20,,5x5,25,3,4,,NA,,NA,,,,2,0,,NA,
17.04.2018,Martin,5_4,grazing,ambient,5,3,06.06.1950,Bro_ere,Bromus_erectus,,41,36.5,0,,,,,,,,4,,,NA,2,14,2,0.5*0.5,0.25,,NA,,,,,NA,,NA,,,,1,0,,NA,
06.04.2020,Martin,5_4,grazing,ambient,5,4,8.50 - 9,Bro_ere,Bromus_erectus,2872,3,11,1,3*3,9,,,2,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,4,8.50 - 9,Bro_ere,Bromus_erectus,2409,9,9,1,1*1,1,,,0,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,4,8.50 - 9,Bro_ere,Bromus_erectus,2754,23,9,1,4*2,8,,,3,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,4,8.50 - 9,Bro_ere,Bromus_erectus,2316,22,2,1,3*2,6,,,1,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,4,8.50 - 9,Bro_ere,Bromus_erectus,2167,30,5,1,4*3,12,,,1,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,4,8.50 - 9,Bro_ere,Bromus_erectus,2148,47,8,1,7*11,77,,,21,2,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,5,7.50 - 8,Bro_ere,Bromus_erectus,2361,23,6,1,7*5,35,,,5,,,3,3,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,5,7.50 - 8,Bro_ere,Bromus_erectus,2786,39,16,1,2*1,2,,,0,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,5,7.50 - 8,Bro_ere,Bromus_erectus,2638,50,6,1,6*6,36,,,18,6,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,5,7.50 - 8,Bro_ere,Bromus_erectus,2644,11,28,1,3*1,3,,,0,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,5,7.50 - 8,Bro_ere,Bromus_erectus,2356,27,27,1,4*3,12,,,0,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,5,7.50 - 8,Bro_ere,Bromus_erectus,2888,27,39,1,1*2,2,,,0,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_4,grazing,ambient,5,5,7.50 - 8,Bro_ere,Bromus_erectus,2236,8,45,1,1*1,1,,,0,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,6,4.50 - 5,Bro_ere,Bromus_erectus,2653,4,4,1,4*4,16,,,7,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,6,4.50 - 5,Bro_ere,Bromus_erectus,2225,44,11,1,2*2,4,,,1,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,6,4.50 - 5,Bro_ere,Bromus_erectus,2403,26,23,1,1*2.5,2.5,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,6,4.50 - 5,Bro_ere,Bromus_erectus,2128,35,22,1,1*1,1,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,6,4.50 - 5,Bro_ere,Bromus_erectus,2129,37,25,1,1*2,2,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,6,4.50 - 5,Bro_ere,Bromus_erectus,2159,42,34,1,1*1,1,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,6,4.50 - 5,Bro_ere,Bromus_erectus,1538,19,37,1,4*3,12,,,16,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,6,4.50 - 5,Bro_ere,Bromus_erectus,2897,43,30,1,1*1,1,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,7,01.01.1950,Bro_ere,Bromus_erectus,2209,17,41,1,8*10,80,,,38,16.5,,,1,12 normal + 9 halb,,,,1,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,7,01.01.1950,Bro_ere,Bromus_erectus,2163,41,15,1,11*13,143,,,58,12,,,,9 normal + 6 halb,,,,1,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,8,04.04.1950,Bro_ere,Bromus_erectus,2150,15,18,1,6*4,24,,,3,,,4,1,,,,,1,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,8,04.04.1950,Bro_ere,Bromus_erectus,2175,22,2,1,5*6,30,,,5,2,,4,,,,,,1,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,8,04.04.1950,Bro_ere,Bromus_erectus,2276,27,11.5,1,2*2,4,,,0,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,
16.04.2020,Martin,5_4,grazing,ambient,5,8,04.04.1950,Bro_ere,Bromus_erectus,2384,19,45,1,6*6,36,,,23,7.5,,4,,7 normal + 1 halb,,,,1,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,2574,34,43,0,1*1,1,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,2892,37,47,0,2*2,4,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,2310,37,25,0,1.5*1,1.5,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,2309,7,12,0,1*1,1,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,2642,24,11,0,2*1.5,3,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,
17.04.2018,Lotte,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1011,48,24.5,0,3*2,6,,,,2,,6,4,,NA,2,15,1,2*2,4,,1x2,2,,,,NA,,NA,,,,1,1,,NA,
17.04.2018,Lotte,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1009,26.5,34.5,0,5*6,30,,,,14,,6,,,NA,2,15,1,1*1.5,1.5,,6x4,24,7,8,,NA,,NA,,,,0,0,,NA,
17.04.2018,Lotte,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1020,14,11,0,2*2,4,,,,2,,6,,,NA,2,15,1,1*1,1,,1.5x1,1.5,2,0,,NA,,NA,,,,0,0,,NA,
17.04.2019,Julia_Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1036,19.5,7.5,0,1*0.5,0.5,,,,,,6,,,,2,15,1,,,,0.5*1,0.5,,,,,,,,,,,,,,
17.04.2019,Julia_Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1035,3,36,0,2*3,6,,,,,,6,,,,2,15,1,,,,1.5*0.5,0.75,,,,,,,,,,,,,,
17.04.2019,Julia_Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1142,48,8.5,0,2*2,4,,,,,,6,,,,2,15,1,,,,1*0.5,0.5,,,,,,,,,,,,,,
17.04.2019,Julia_Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1024,45.5,19.5,0,2.5*2,5,,,,3,,6,,,,2,15,1,,,,2.5*2,5,,,,,,,,,,,,,,
17.04.2019,Julia_Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1135,31.5,16,0,1*2,2,,,,1,,6,,,,2,15,1,,,,0.5*1,0.5,,,,,,,,,,,,,,
17.04.2019,Julia_Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1140,40,8,0,3*1,3,,,,1,,6,,,,2,15,1,,,,1*1,1,,,,,,,,,,,,,,
17.04.2019,Julia_Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1137,38,10,0,1*2,2,,,,,,6,,,,2,15,1,,,,1*0.5,0.5,,,,,,,,,,,,,,
17.04.2019,Julia_Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1139,31,44.5,0,,,,,,,,6,,,,2,15,1,,,,1*0.5,0.5,,,,,,,,,,,,,,
17.04.2019,Julia_Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1151,35,49,0,3*2,6,,,,1,,6,,,,2,15,1,,,,1.5*1,1.5,,,,,,,,,,,,,,
17.04.2019,Julia_Martin,5_5,mowing,ambient,6,1,0 - 0.50,Bro_ere,Bromus_erectus,1150,16.5,10,0,2*4,8,,,,2,,6,,,,2,15,1,,,,3*2,6,,,,,,,,,,,,,,
06.04.2020,Martin,5_5,mowing,ambient,6,2,03.03.1950,Bro_ere,Bromus_erectus,,26,41,0,1*1,1,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,
17.04.2018,Martin,5_5,mowing,ambient,6,2,03.03.1950,Bro_ere,Bromus_erectus,1130,31,31,0,5*4,20,,,,7,,6,,,NA,3,10,2,10*7,70,,3x3,9,1,1,,NA,,NA,,,,0,0,,NA,
17.04.2018,Martin,5_5,mowing,ambient,6,2,03.03.1950,Bro_ere,Bromus_erectus,1131,46,16,0,2.5*2,5,,,,1,,6,,,NA,3,10,2,3*2,6,,2x1,2,,,,NA,,NA,,,,0,0,,NA,
17.04.2018,Martin,5_5,mowing,ambient,6,2,03.03.1950,Bro_ere,Bromus_erectus,1117,32,38,0,4*5,20,,,,2,,6,,,NA,3,10,2,2*2,4,,3x4,12,,,,NA,,NA,,,,0,1,,NA,
17.04.2019,Lotte,5_5,mowing,ambient,6,2,03.03.1950,Bro_ere,Bromus_erectus,1049,23,33.5,0,3*2,6,,,,,,6,,,,3,10,2,,,,1*1,1,,,,,,,,,,,,,,
17.04.2018,Lotte,5_5,mowing,ambient,6,3,06.06.1950,Bro_ere,Bromus_erectus,1122,23,8,0,6*5,30,,,,7,,1,,,NA,2,,,5*6,30,,5x4,20,,,,NA,,NA,,,,1,1,,NA,
17.04.2018,Lotte,5_5,mowing,ambient,6,3,06.06.1950,Bro_ere,Bromus_erectus,1104,0,35,0,6*8,48,,,,12,,1,,,NA,2,,,4*4,16,,6x6.5,39,,,,NA,,NA,,,,8,8,,NA,
06.04.2020,Martin,5_5,mowing,ambient,6,4,09.09.1950,Bro_ere,Bromus_erectus,2355,19,21,0,3*3,9,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,
06.04.2020,Martin,5_5,mowing,ambient,6,4,09.09.1950,Bro_ere,Bromus_erectus,2563,11,14,0,2*1.5,3,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,
17.04.2018,Martin,5_5,mowing,ambient,6,4,09.09.1950,Bro_ere,Bromus_erectus,1109,0,42,0,8*9,72,,,,38,,4,,,NA,NA,4,1,8*5,40,,8x9,72,19,18,,NA,,NA,,,,3,3,,NA,
17.04.2018,Martin,5_5,mowing,ambient,6,4,09.09.1950,Bro_ere,Bromus_erectus,1111,38,17,0,4*3,12,,,,5,,4,,,NA,NA,4,1,6*5,30,,4x3,12,4,2,,NA,,NA,,,,2,2,,NA,grš§e von 2.5
17.04.2018,Lotte,5_5,mowing,ambient,6,5,05.05.1950,Bro_ere,Bromus_erectus,1157,30,20,0,6*5,30,,,,7,,4,,,NA,NA,,1,2*1,2,,4x3,12,,,,NA,,NA,,,,1,1,,NA,
17.04.2018,Lotte,5_5,mowing,ambient,6,5,05.05.1950,Bro_ere,Bromus_erectus,,22,29,0,,,,,,,,4,,,NA,NA,,1,2*1,2,,NA,,,,,NA,,NA,,,,3,3,,NA,
17.04.2018,Lotte,5_5,mowing,ambient,6,5,05.05.1950,Bro_ere,Bromus_erectus,,27,23.5,0,,,,,,,,4,,,NA,NA,,1,1*1,1,,NA,,,,,NA,,NA,,,,1,1,,NA,
